0, 1000, 2000, 3000, 4000, 5000, 6000, 7000, 8000, 9000, 10000, 11000, 12000, 13000, 14000, 15000, 16000, 17000, 18000, 19000, 20000, 21000, 22000, 23000, 24000, 25000, 26000, 27000, 28000, 29000, 30000, 31000, 32000, 33000, 34000, 35000, 36000, 37000, 38000, 39000, 40000, 41000, 42000, 43000, 44000, 45000, 46000, 47000, 48000, 49000, 
1 2, 0.00137401,0.00041914,0.000331879,0.000569105,0.000512838,0.000589132,0.000386,0.000565052,0.000983953,0.000725985,0.000967979,0.000682116,0.000389099,0.000785112,0.00126386,0.00110793,0.00100088,0.000752926,0.0017271,0.000542164,0.00152707,0.00100613,0.000898123,0.00222397,0.000908852,0.00207996,0.00243592,0.00188398,0.00135493,0.00165009,0.00139904,0.00103378,0.00192118,0.00126505,0.00158811,0.00066185,0.000825882,0.00061202,0.00186896,0.00348878,0.000887871,0.00281882,0.00173497,0.0034461,0.002038,0.0018599,0.00246692,0.00202513,0.003932,0.00269198,0.00411391,0.000589848,0.00040102,0.00329208,0.00470304,0.00392103,0.000594854,0.00391412,0.00255799,0.00288701,0.00424814,0.00413108,0.00281906,0.00123501,0.000883102,0.00309181,0.00206089,0.00322986,0.00554085,0.00100112,0.00478101,0.0015471,0.00266695,0.00368786,0.00390792,0.00135994,0.00608802,0.00291014,0.00432301,0.00434494,0.00522614,0.00353408,0.00600791,0.00609779,0.0043211,0.00362015,0.00612497,0.00135183,0.0050261,0.0026381,0.00496387,0.00524187,0.00602603,0.00749922,0.000516891,0.00621295,0.0021019,0.00746417,0.000727892,0.00191689,
1 3, 0.00135088,0.000564098,0.000505924,0.00073719,0.000414133,0.000524998,0.000823975,0.000458002,0.000969172,0.00106215,0.00119901,0.000437975,0.00108099,0.000906944,0.000452042,0.00149703,0.000786066,0.000743866,0.000431061,0.00101209,0.00125599,0.00167203,0.00164509,0.00132108,0.00189185,0.00192904,0.00160694,0.00130701,0.00131106,0.00130701,0.00177002,0.000617981,0.00271583,0.00136399,0.00113106,0.000483036,0.00151396,0.00328493,0.00151396,0.000941038,0.00219297,0.000818014,0.00371599,0.00359988,0.00344586,0.00159287,0.000654936,0.00139093,0.00325084,0.00272989,0.00121117,0.0037148,0.00417495,0.00151396,0.00111389,0.00331211,0.00363302,0.00148702,0.00479293,0.00186682,0.000571012,0.00464892,0.000840187,0.000525951,0.00276208,0.00304985,0.00332499,0.00425005,0.00250506,0.00444508,0.00247407,0.00468802,0.00283408,0.00480604,0.00292587,0.000552893,0.00329304,0.00249982,0.0042758,0.00149798,0.00309587,0.0017488,0.00615096,0.00125909,0.00692511,0.00524092,0.00353193,0.00225019,0.00103903,0.0021069,0.00590396,0.00645709,0.00415182,0.00644207,0.00743413,0.00282788,0.00358796,0.00563908,0.00459409,0.00760293,
3 0, 0.00141692,0.000555992,0.000477076,0.000334978,0.00060606,0.000718117,0.000618935,0.000469923,0.00070715,0.000728846,0.00111508,0.000896931,0.000543118,0.000329018,0.00127196,0.000339985,0.00051403,0.00146604,0.00135589,0.00150394,0.00152993,0.00166106,0.00100708,0.000585079,0.00167489,0.000988007,0.00166416,0.000707865,0.00225496,0.00138807,0.00100899,0.00251102,0.002002,0.0012331,0.00193405,0.00218582,0.00215507,0.00117397,0.00254512,0.00206089,0.00310898,0.00078702,0.00206995,0.0025661,0.00287604,0.00187016,0.00114512,0.000442982,0.000808954,0.003021,0.00370097,0.00132012,0.00247097,0.00257206,0.00348401,0.00157499,0.00136399,0.00133204,0.00380898,0.00114202,0.004179,0.00246501,0.00344491,0.0006392,0.00134897,0.00327086,0.00297999,0.00122905,0.00146103,0.00467205,0.00392103,0.00431609,0.000533104,0.00163484,0.00407815,0.00454497,0.00267601,0.00405598,0.00433683,0.00556111,0.00077796,0.00514698,0.00361109,0.00126815,0.00092411,0.00332713,0.00447607,0.002105,0.00368285,0.00222301,0.00627303,0.00388789,0.0006001,0.00529885,0.00604606,0.00559092,0.00609994,0.00348306,0.00388789,0.00423598,
4 0, 0.00143409,0.000571966,0.000605106,0.000399113,0.000586987,0.000330925,0.000454903,0.000319004,0.000595093,0.000638008,0.000539064,0.000546932,0.000827074,0.000569105,0.000558138,0.000581026,0.000594139,0.0010941,0.000756979,0.0012331,0.000316143,0.000735998,0.000730038,0.000602007,0.000335217,0.00143909,0.0018301,0.00177288,0.000612974,0.00184083,0.00176191,0.000308037,0.000887871,0.000889063,0.00162911,0.000664949,0.00135899,0.00183797,0.00241017,0.0007689,0.00146604,0.000897169,0.00222611,0.0026741,0.00119305,0.00131488,0.00204182,0.000825167,0.00166392,0.00167418,0.000806808,0.00132608,0.00166893,0.00158215,0.00304699,0.00161505,0.000584126,0.00258803,0.0018239,0.00328803,0.00148797,0.00240302,0.00241494,0.00299907,0.00156403,0.00252295,0.00130892,0.00138092,0.00163293,0.00163293,0.00342917,0.00141978,0.001122,0.00234604,0.000426054,0.00342107,0.00260401,0.00173712,0.00222492,0.00180006,0.00440812,0.00183916,0.00183201,0.00432205,0.00330591,0.00293207,0.00311303,0.000617027,0.00198913,0.00218678,0.00415015,0.00138593,0.00375199,0.00185418,0.00211191,0.00285506,0.00483298,0.00444603,0.000691175,0.00125599,
6 0, 0.00131011,0.000513077,0.000499964,0.00048995,0.000375032,0.00039196,0.000541925,0.000609875,0.000654936,0.000831127,0.000378847,0.000448942,0.000435114,0.000609875,0.000976086,0.000813961,0.000756979,0.00108123,0.000598907,0.000504971,0.000597,0.0014329,0.000880003,0.00134087,0.00126004,0.00124407,0.000526905,0.00124598,0.00106502,0.00160909,0.00159121,0.00134206,0.00169897,0.000581026,0.00210309,0.000893116,0.000438929,0.00192094,0.000603914,0.001369,0.000869989,0.000545979,0.00242114,0.000627041,0.00265002,0.000707865,0.00147104,0.00115204,0.000405073,0.00150895,0.000668049,0.000687122,0.00172901,0.000684977,0.000574112,0.001894,0.00181794,0.00131202,0.00317717,0.000663996,0.00307012,0.000733852,0.000833988,0.00314999,0.000748158,0.00296211,0.0014739,0.000758171,0.00362992,0.000779152,0.000855207,0.000724077,0.00355911,0.00216699,0.003371,0.00223303,0.00208712,0.00194597,0.00125504,0.00118589,0.00259399,0.00178289,0.00128102,0.00458407,0.000878096,0.00160503,0.00229788,0.000884056,0.00392008,0.00322986,0.00464201,0.00107884,0.00386095,0.000827074,0.000756025,0.00132012,0.00163293,0.000880957,0.000946045,0.000962019,
10 0, 0.00148797,0.000511169,0.000484943,0.000387907,0.000447989,0.000564814,0.000407934,0.000446796,0.000520945,0.000494003,0.000427008,0.000566959,0.000706911,0.000432968,0.000844955,0.000969887,0.000360012,0.000945091,0.000452995,0.00141191,0.000697851,0.000815868,0.000705004,0.000998974,0.00132298,0.000463963,0.00145793,0.00149608,0.001436,0.000415087,0.00202203,0.000455141,0.00134611,0.000363111,0.00204992,0.00140691,0.00182319,0.000912905,0.000494957,0.000478029,0.000442028,0.000452042,0.000620127,0.00151706,0.00153995,0.00119209,0.00139403,0.00103807,0.00153899,0.000823021,0.000500917,0.000559092,0.00247097,0.00270009,0.00148702,0.002738,0.0029912,0.00164604,0.00123191,0.00296402,0.00248909,0.000535965,0.000535965,0.000516176,0.00359917,0.00145698,0.00171399,0.00380397,0.000613928,0.0036521,0.00296688,0.00259614,0.00183201,0.00356197,0.00424218,0.00267386,0.00414705,0.00058198,0.00174713,0.00242615,0.00457191,0.000444889,0.000825882,0.00139093,0.0028019,0.00429201,0.00051403,0.000854015,0.00228119,0.00061202,0.00320315,0.00454497,0.00474906,0.00200009,0.00330782,0.00121212,0.000631094,0.0016849,0.00358391,0.000595093,
18 0, 0.00144911,0.000498056,0.000478029,0.000427008,0.000448227,0.000437975,0.00039506,0.000714064,0.000406027,0.000566959,0.000554085,0.000413895,0.000463009,0.000408173,0.000431061,0.000562906,0.000383854,0.00126791,0.000380039,0.00111985,0.00135803,0.000869989,0.000586033,0.000375032,0.00148988,0.000371933,0.000379801,0.00276995,0.000374079,0.00156093,0.000378132,0.000631094,0.00190997,0.000390053,0.000524998,0.000764847,0.00130606,0.00110793,0.00151706,0.000700951,0.00215101,0.00154901,0.00148296,0.00205302,0.000407934,0.00235891,0.000530958,0.00282097,0.00113487,0.00165892,0.000715017,0.00217581,0.00306892,0.00296807,0.00247312,0.000535011,0.00256395,0.000468969,0.00168204,0.002141,0.00290799,0.000416994,0.00354886,0.000452995,0.00213981,0.00230789,0.000439882,0.000703812,0.000446081,0.000441074,0.000498056,0.00363708,0.00166011,0.00161409,0.00367999,0.00237608,0.000950098,0.00248694,0.000690937,0.00266218,0.00327492,0.004076,0.0017879,0.000472069,0.00047183,0.00124407,0.0034771,0.00205588,0.000468016,0.000555992,0.00167799,0.000482082,0.000549078,0.00249004,0.000576973,0.00473595,0.00222516,0.00194001,0.00165105,0.00356102,
34 0, 0.00166202,0.000528097,0.000442982,0.00058198,0.000433922,0.000428915,0.00062108,0.000792027,0.000477076,0.000486851,0.000770092,0.00366807,0.00116014,0.00070405,0.001055,0.000682116,0.000577927,0.000638008,0.000740051,0.00124407,0.000722885,0.00696087,0.000496149,0.000455141,0.00065589,0.000495911,0.00166106,0.000618935,0.00193882,0.00262499,0.00129795,0.00208712,0.00200105,0.00288892,0.00123692,0.000380993,0.000433922,0.00114703,0.00114322,0.00088501,0.00069809,0.000479937,0.00142002,0.00245094,0.00198412,0.00251007,0.00275397,0.00181603,0.00278902,0.00137806,0.00253391,0.000535965,0.00096488,0.0016129,0.000582933,0.00132704,0.00053215,0.00335193,0.000937939,0.000406981,0.00217199,0.00143003,0.00306487,0.000501871,0.00241184,0.000830889,0.003479,0.00100183,0.003443,0.00143695,0.000530958,0.000993013,0.0020771,0.00369883,0.000454903,0.00337911,0.00132489,0.00219083,0.00318098,0.00185299,0.00199509,0.000896931,0.00405097,0.000910044,0.00251722,0.00432706,0.00429702,0.00540113,0.000458002,0.000823975,0.000553131,0.00308609,0.000468969,0.000424862,0.00394917,0.00118804,0.00178909,0.000484943,0.000509024,0.00057888,
3 1, 0.00142908,0.000484943,0.000341892,0.000465155,0.000537157,0.000589132,0.000769138,0.000820875,0.000464916,0.0009799,0.000375986,0.000858068,0.000977993,0.000452995,0.000403166,0.000713825,0.00031209,0.00105095,0.0016861,0.000878096,0.000943899,0.000987053,0.00190592,0.00190806,0.00191903,0.00102091,0.00210094,0.00109506,0.00198388,0.00154877,0.000610113,0.00257492,0.00165391,0.00188899,0.000463963,0.00140405,0.001544,0.00213981,0.000942945,0.00124002,0.00253701,0.000910997,0.00224209,0.00288391,0.00198698,0.00240684,0.00271702,0.00297403,0.00252295,0.00218105,0.000487089,0.00381303,0.00388789,0.00279999,0.00128698,0.00299811,0.000713825,0.0031321,0.00237703,0.00382614,0.004318,0.00128317,0.00360417,0.00275612,0.00503302,0.00321484,0.00441885,0.000859022,0.000701904,0.00458503,0.00254679,0.00120616,0.000491142,0.003474,0.00286007,0.00109291,0.00244999,0.00183105,0.00119996,0.003654,0.00240803,0.00250411,0.002244,0.00226092,0.00346518,0.00272107,0.00523186,0.002141,0.00411391,0.000858068,0.00338602,0.00444508,0.00594997,0.00647902,0.00266194,0.00453115,0.000931978,0.00522399,0.00727701,0.00317001,
4 1, 0.001472,0.000486135,0.000513077,0.000558138,0.000555992,0.000700951,0.000617027,0.000653982,0.000488997,0.000638008,0.000487089,0.000809908,0.000725031,0.000838041,0.000847816,0.000972986,0.000604868,0.000390053,0.00106406,0.000686884,0.000468016,0.00119019,0.00123501,0.00127101,0.00130892,0.00119805,0.00106096,0.000684977,0.000887871,0.000688076,0.000889063,0.00133801,0.00160718,0.00160098,0.00163722,0.000401974,0.00175405,0.000745058,0.00183296,0.00187588,0.00193787,0.00191903,0.00144792,0.00201988,0.002069,0.00209212,0.00212097,0.00216389,0.00218487,0.000973225,0.0023241,0.00193,0.002388,0.00242805,0.00244284,0.000617027,0.00213599,0.00260901,0.000804901,0.00271201,0.00267196,0.000633001,0.00269818,0.002738,0.000349045,0.00277901,0.0028069,0.00285602,0.00287414,0.00295997,0.000603914,0.002316,0.00303102,0.00305915,0.00166702,0.00314808,0.00102305,0.00325799,0.0032649,0.00331092,0.00272298,0.00335789,0.000795126,0.0034771,0.00349402,0.00356102,0.00337696,0.00360489,0.00264907,0.00369191,0.00379777,0.00212288,0.00376487,0.00137496,0.00387192,0.003649,0.00392389,0.00399518,0.00323486,0.00405693,
